"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"634","AAMCHA SHIVSURYA","MAHMAR/2023/89447","14-10-2024","MARATHI","Weekly","DHANVE SANGRAM SAMBHAJI","DHANVE SANGRAM SAMBHAJI","Maharashtra","","View        registration details for AAMCHA SHIVSURYA (MAHMAR/2023/89447)"
"635","AAMCHEE LOKASHAHI","MAHMAR/2023/87612","25-06-2024","MARATHI","Monthly","SYED SHAKIB SYED JAVED","SYED SHAKIB SYED JAVED","Maharashtra","","View        registration details for AAMCHEE LOKASHAHI (MAHMAR/2023/87612)"
"636","AAMCHI MUMBAI","MAHMAR/2011/40211","27-12-2011","Marathi","Daily","ARUN KUMAR SINGH","ARUN KUMAR SINGH","Maharashtra","Palghar","View        registration details for AAMCHI MUMBAI (MAHMAR/2011/40211)"
"637","AAMCHI RAJNEETI","MAHMAR/2023/87550","19-06-2024","MARATHI","Weekly","LAKHAN MUKESH WAGHELA","LAKHAN MUKESH WAGHELA","Maharashtra","","View        registration details for AAMCHI RAJNEETI (MAHMAR/2023/87550)"
"638","AAMCHO CHHATTISGARH","CHHMUL/2023/88534","16-08-2024","MULTILINGUAL","Monthly","SUDHIR AAZAAD TAMBOLI","SUDHIR AAZAAD TAMBOLI","Chhattisgarh","Raipur","View        registration details for AAMCHO CHHATTISGARH (CHHMUL/2023/88534)"
"639","AAMDWAR PRERNA","MPHIN/2019/77324","07-05-2019","Hindi","Daily","RAMAKANTA MEENA","RAMAKANTA MEENA","Madhya Pradesh","Bhopal","View        registration details for AAMDWAR PRERNA (MPHIN/2019/77324)"
"640","AAMHI BHARATIYA","MAHMAR/2022/84060","01-05-2023","Marathi","Weekly","DINESH SOMA BODHIRAJ","DINESH SOMA BODHIRAJ","Maharashtra","Mumbai","View        registration details for AAMHI BHARATIYA (MAHMAR/2022/84060)"
"641","AAMHI CHIKHLIKAR","MAHMAR/2018/76495","03-12-2018","Marathi","Daily","CHHOTU SUDHAKAR KAMBLE","CHHOTU SUDHAKAR KAMBLE","Maharashtra","Buldhana","View        registration details for AAMHI CHIKHLIKAR (MAHMAR/2018/76495)"
"642","AAMHI SARE BRAHMAN","MAHMAR/2011/36080","09-03-2011","Marathi","Fortnightly","BHALCHANDRA KULKARNI","OEM EKVIRA MEDIA PVT.LTD.","Maharashtra","Pune","View        registration details for AAMHI SARE BRAHMAN (MAHMAR/2011/36080)"
"643","AAMHI UDYOJIKA","MAHMAR/2007/18973","28-03-2007","Marathi","Monthly","ABDULRAJAK IBRAHIM MUJAWAR","ABDULRAJAK IBRAHIM MUJAWAR","Maharashtra","Sangli","View        registration details for AAMHI UDYOJIKA (MAHMAR/2007/18973)"
"644","Aamhi Vatan Dar","MHMAR/26/A0931","06-02-2026","Marathi","Twice a week","Deepak Kashinath Sonawane","Deepak Kashinath Sonawane","Maharashtra","Nashik","View        registration details for Aamhi Vatan Dar (MHMAR/26/A0931)"
"645","AAMI ASOMOR JANAGAN","ASSASS/2017/74079","05-12-2017","Assamese","Daily","SHYAM BABU SINHA","SHYAM KISHORE SINHA","Assam","Jorhat","View        registration details for AAMI ASOMOR JANAGAN (ASSASS/2017/74079)"
"646","AAMI ASOMOR JANAGAN","ASSASS/2014/56968","04-09-2014","Assamese","Daily","SHYAM BABU SINHA","SHYAM KISHORE SINHA","Assam","Assam","View        registration details for AAMI ASOMOR JANAGAN (ASSASS/2014/56968)"
"647","AAMIN","GUJGUJ/2000/03146","02-07-2001","Gujarati","Monthly","PATHAN FIROZKHAN","FORUM FOR SOCIAL JUSTICS","Gujarat","Ahmedabad","View        registration details for AAMIN (GUJGUJ/2000/03146)"
"648","AAMIR EXPRESS","67913","15-12-1997","Hindi","Daily","SAYED HAMEED ALI","SYED HAMID ALI","Delhi","New Delhi","View        registration details for AAMIR EXPRESS (67913)"
"649","AAMJAN KI AWAZ","RAJHIN/2012/43252","22-06-2012","Hindi","Fortnightly","KULDEEP AGRWAL","KULDEEP AGRAWAL","Rajasthan","Rajasthan","View        registration details for AAMJAN KI AWAZ (RAJHIN/2012/43252)"
"650","AAMJAN NEWS","UPHIN/2011/38174","06-07-2011","Hindi","Weekly","RAMESH KUMAR","RAMESH KUMAR","Uttar Pradesh","Lalitpur","View        registration details for AAMJAN NEWS (UPHIN/2011/38174)"
"651","AAMNA SAMNA","UPURD/2015/60306","18-02-2015","Urdu","Daily","BINTE ZEHRA","BINTE ZAHRA","Uttar Pradesh","Lucknow","View        registration details for AAMNA SAMNA (UPURD/2015/60306)"
"652","AAMNE SAMNE","MAHMAR/2021/81386","08-04-2022","Marathi","Weekly","YASH PRASHANT PALVE","YASH PRASHANT PALVE","Maharashtra","Jalgaon","View        registration details for AAMNE SAMNE (MAHMAR/2021/81386)"
"653","AAMON DHAN","WBBEN/25/A2650","18-09-2025","Bengali","Bi-Annual","Sanjoy Kumar Sarkar","Sanjoy Kumar Sarkar","West Bengal","Kolkata","View        registration details for AAMON DHAN  (WBBEN/25/A2650)"
"654","AAMRAVAN TIMES","UPHIN/2002/06882","19-01-2002","Hindi","Weekly","ANITA SAINI","ANITA SAINI","Uttar Pradesh","Lucknow","View        registration details for AAMRAVAN TIMES (UPHIN/2002/06882)"
"655","AAMSABHA","MAHMAR/2012/47070","17-12-2012","Marathi","Weekly","PRAVEEN GOPALRAO GATHE","PRAVEEN GOPALRAO GATHE","Maharashtra","Wardha","View        registration details for AAMSABHA (MAHMAR/2012/47070)"
"656","AAMUKH","MPHIN/2023/90631","09-04-2025","Hindi","Quarterly","PREETI SINGH","PREETI SINGH","Madhya Pradesh","Bhopal","View        registration details for AAMUKH (MPHIN/2023/90631)"
"657","AAMUKH","MPHIN/2023/84964","14-06-2023","Hindi","Monthly","PREETI SINGH","PREETI  SINGH","Madhya Pradesh","Bhopal","View        registration details for AAMUKH (MPHIN/2023/84964)"
"658","AAMUKHAM MALAYALAM","KLMAL/26/A1552","16-03-2026","Malayalam","Monthly","BABU K V","BABU K V","Kerala","Kottayam","View        registration details for AAMUKHAM MALAYALAM (KLMAL/26/A1552)"
"659","AANAND APRADH","UPHIN/2009/31759","31-03-2010","Hindi","Monthly","ADARSH KUMAR SINHA","ADARSH KUMAR SINHA","Uttar Pradesh","Azamgarh","View        registration details for AANAND APRADH (UPHIN/2009/31759)"
"660","AANAND PUBLIC","UPHIN/2009/32389","19-05-2010","Hindi","Daily","RAJESH VERMA","RAJESH VERMA","Uttar Pradesh","Uttar Pradesh","View        registration details for AANAND PUBLIC (UPHIN/2009/32389)"
"661","AANANDA BANGLA","WBBEN/2012/49533","07-05-2013","Bengali","Daily","MD. FARIDUL ZAMAN","MD. FARIDUL ZAMAN","West Bengal","Purba Bardhaman","View        registration details for AANANDA BANGLA (WBBEN/2012/49533)"
"662","AANANDA BRUNDA","32330","22-03-1977","Telugu","Monthly","NA","NA","","","View        registration details for AANANDA BRUNDA (32330)"
"663","AANANDA ILLAM","TNTAM/2021/88046","25-07-2024","TAMIL","Monthly","V.R.MANOGAREN","V.R.MANOGAREN","Tamil Nadu","","View        registration details for AANANDA ILLAM (TNTAM/2021/88046)"
"664","AANANDI DARPAN","UPHIN/2009/30311","05-01-2010","Hindi","Weekly","ABHAY KUMAR SRIVASTAVA","ABHAY KUMAR SRIVASTAVA","Uttar Pradesh","Lucknow","View        registration details for AANANDI DARPAN (UPHIN/2009/30311)"
"665","Aanant anaadi","UPHIN/26/A0189","02-01-2026","Hindi","Quarterly","Sumit Rai","Sumit Rai","Uttar Pradesh","Deoria","View        registration details for Aanant anaadi (UPHIN/26/A0189)"
"666","Aanant avinaashee","UPHIN/25/A3376","21-10-2025","Hindi","Daily (Monday To Friday)","KUSUM YADAV","KUSUM YADAV","Uttar Pradesh","Azamgarh","View        registration details for Aanant avinaashee (UPHIN/25/A3376)"
"667","AANANTHA BAIRAVI","TNTAM/2023/87605","20-06-2024","TAMIL","Monthly","M.SIVA","M.SIVA","Tamil Nadu","","View        registration details for AANANTHA BAIRAVI (TNTAM/2023/87605)"
"668","AANCHAL KI DAIRY","MPHIN/2009/28486","20-07-2009","Hindi","Weekly","SANJAY JAIN","SANJAY JAIN","Madhya Pradesh","Raisen","View        registration details for AANCHAL KI DAIRY (MPHIN/2009/28486)"
"669","AANCHALIK PATRAKAR","MPHIN/2004/12178","20-01-2004","Hindi","Monthly","VIJAYDUTT SRIDHAR","VIJAYDUTT SRIDHAR","Madhya Pradesh","Bhopal","View        registration details for AANCHALIK PATRAKAR (MPHIN/2004/12178)"
"670","AANCHALIK SACH","UPHIN/2022/86084","11-01-2024","Hindi","Weekly","ANISHA MISHRA","ANISHA MISHRA","Uttar Pradesh","Ballia","View        registration details for AANCHALIK SACH (UPHIN/2022/86084)"
"671","AANCHALIK SANDESH","DELHIN/2017/72466","03-07-2017","Hindi","Weekly","PAWAN YADAV","DINESH YADAV","Delhi","New Delhi","View        registration details for AANCHALIK SANDESH (DELHIN/2017/72466)"
"672","AANCHALIK SHABD VARTA","MPHIN/1998/01341","27-10-1998","Hindi","Daily","PRADEEP SAMADHIYA","PRADEEP SAMADHIYA","Madhya Pradesh","Sehore","View        registration details for AANCHALIK SHABD VARTA (MPHIN/1998/01341)"
"673","AANDATA KI SAMRIDHI","CHHHIN/2023/88494","27-08-2024","HINDI","Monthly","ANURAG SHRIVASTAVA","ANURAG SHRIVASTAVA","Chhattisgarh","Raipur","View        registration details for AANDATA KI SAMRIDHI (CHHHIN/2023/88494)"
"674","AANDHI","35304","01-01-1979","Hindi","Weekly","MANITA KAUR","MANITA KAUR","Rajasthan","Jhalawar","View        registration details for AANDHI (35304)"
"675","AANDHI AUR TOOFAN","GUJGUJ/2011/49780","20-05-2013","Gujarati","Daily","Vyas Kirtikumar Amrishbhai","Vyas Kirtikumar Amrishbhai","Gujarat","Ahmedabad","View        registration details for AANDHI AUR TOOFAN (GUJGUJ/2011/49780)"
"676","AANDHI AUR TOOFAN","GUJGUJ/2000/02466","19-06-2000","Gujarati","Weekly","KIRTIKUMAR A.VYAS","KIRTIKUMAR A.VYAS","Gujarat","Ahmedabad","View        registration details for AANDHI AUR TOOFAN (GUJGUJ/2000/02466)"
"677","AANDHI EXPRESS","MPHIN/2016/69655","13-12-2016","Hindi","Weekly","SACHIN VISHWAKARMA","SACHIN VISHWAKARMA","Madhya Pradesh","Jabalpur","View        registration details for AANDHI EXPRESS (MPHIN/2016/69655)"
"678","AANDOLAN BHARAT","MAHMAR/2013/50130","03-06-2013","Marathi","Monthly","SUNIL TATYARAO TATE","SUNIL TATYARAO TATE","Maharashtra","Mumbai","View        registration details for AANDOLAN BHARAT (MAHMAR/2013/50130)"
"679","AANGANWADI SANDESH","MPHIN/2018/75523","14-06-2018","Hindi","Fortnightly","ASHUTOSH DEVI","ASHUTOSH DEVI","Madhya Pradesh","Bhopal","View        registration details for AANGANWADI SANDESH (MPHIN/2018/75523)"
"680","AANGI NEWS","GUJGUJ/2021/82070","26-08-2022","Gujarati","Fortnightly","NIDHI ARIHANT","NIDHI ARIHANT","Gujarat","Ahmedabad","View        registration details for AANGI NEWS (GUJGUJ/2021/82070)"
"681","AANJANYA DARPAN","UTTHIN/2012/43292","22-06-2012","Hindi","Weekly","BAL KRISHAN GOYAL","BAL KRISHAN GOYAL","Uttarakhand","Dehradun","View        registration details for AANJANYA DARPAN (UTTHIN/2012/43292)"
"682","AANKHE","MPHIN/2003/09150","14-01-2003","Hindi","Other","SAWAI SINGH SISODIA","SAWAI SINGH SISODIA","Madhya Pradesh","Bhopal","View        registration details for AANKHE (MPHIN/2003/09150)"
"683","AANKHEN CRIME PAR","MPHIN/2015/65147","08-12-2015","Hindi","Weekly","VIJAY KUMAR PANDEY","VIJAY KUMAR PANDEY","Madhya Pradesh","Sehore","View        registration details for AANKHEN CRIME PAR (MPHIN/2015/65147)"
"684","AANKHEN TIMES","UPBIL/2014/61669","30-04-2015","English, HINDI","Weekly","HARI BAHADUR SRIVASTAVA","HARI BAHADUR SRIVASTAVA","Uttar Pradesh","Kanpur Nagar","View        registration details for AANKHEN TIMES (UPBIL/2014/61669)"
"685","AANKHO DEKHA SACH","MPHIN/2008/27630","29-04-2009","Hindi","Weekly","DIGVIJAY SINGH","DIGVIJAY SINGH","Madhya Pradesh","Bhopal","View        registration details for AANKHO DEKHA SACH (MPHIN/2008/27630)"
"686","AANKHODEKHI GUJARAT","GUJGUJ/2011/41351","26-03-2012","Gujarati","Fortnightly","HET GAURANG PANDYA","HET GAURANG PANDYA","Gujarat","Ahmedabad","View        registration details for AANKHODEKHI GUJARAT (GUJGUJ/2011/41351)"
"687","AANKHON DEKHE APRADH","UPHIN/2010/34301","10-11-2010","Hindi","Weekly","MANOJ PANWAR","MANOJ PANWAR","Uttar Pradesh","Muzaffarnagar","View        registration details for AANKHON DEKHE APRADH (UPHIN/2010/34301)"
"688","AANKHON KA TAARA","UPHIN/2023/90168","14-11-2024","HINDI","Weekly","ABDULLA","ABDULLA","Uttar Pradesh","Saharanpur","View        registration details for AANKHON KA TAARA (UPHIN/2023/90168)"
"689","AANKHON KA UJALA","MPHIN/2021/85510","12-10-2023","Hindi","Monthly","VISHAL PAL","VISHAL PAL","Madhya Pradesh","Bhopal","View        registration details for AANKHON KA UJALA (MPHIN/2021/85510)"
"690","AANKHON KE SAAMNE","UPHIN/2008/25241","13-08-2008","Hindi","Weekly","GIRISH SINGH","GIRISH SINGH","Uttar Pradesh","Lucknow","View        registration details for AANKHON KE SAAMNE (UPHIN/2008/25241)"
"691","AANKHON KI KHOJ","UPHIN/2009/28504","21-07-2009","Hindi","Weekly","DEEPAK KUMAR","DEEPAK KUMAR","Uttar Pradesh","Ghaziabad","View        registration details for AANKHON KI KHOJ (UPHIN/2009/28504)"
"692","AANKO AALO","WBBEN/2000/02536","28-08-2000","Bengali","Fortnightly","MANJU RANI MAITI","SMT. MANJURANI MAITI","West Bengal","West Bengal","View        registration details for AANKO AALO (WBBEN/2000/02536)"
"693","AANMA NALAM","TNBIL/2017/74142","12-12-2017","English, Tamil","Monthly","MATHEW JOSEPH","MATHEW JOSEPH","Tamil Nadu","Chennai","View        registration details for AANMA NALAM (TNBIL/2017/74142)"
"694","AANMAA THEDAL","TNTAM/2016/67949","22-07-2016","Tamil","Monthly","A.B. MUGHAN","AB.MUGHAN","Tamil Nadu","Chennai","View        registration details for AANMAA THEDAL (TNTAM/2016/67949)"
"695","AANMEEGA PALAN","TNTAM/2012/53345","02-12-2013","Tamil","Fortnightly","R.M.R. RAMESH","KAL PUBLICATIONS PRIVATE LIMITED","Tamil Nadu","Chennai","View        registration details for AANMEEGA PALAN (TNTAM/2012/53345)"
"696","AANMEGA SIGARAM","TNTAM/2017/75122","08-05-2018","Tamil","Monthly","G. SASIREKA","G. SASIREKA","Tamil Nadu","Chennai","View        registration details for AANMEGA SIGARAM (TNTAM/2017/75122)"
"697","AANMIGA SANGAMAM","TNTAM/2014/61964","19-05-2015","Tamil","Monthly","C.VIMALESWARAN","C. VIMALESWARAN","Tamil Nadu","Chennai","View        registration details for AANMIGA SANGAMAM (TNTAM/2014/61964)"
"698","AANMIGA SUTRULA MALAR","TNTAM/2010/39901","07-12-2011","Tamil","Monthly","GANESAN","GANESAN","Tamil Nadu","Chennai","View        registration details for AANMIGA SUTRULA MALAR (TNTAM/2010/39901)"
"699","AANTHAHAPURAM","APTEL/2003/11229","19-06-2003","Telugu","Weekly","KANIGALLA LEELA SIVA NAGADHANA RAJU","KANIGALLA LEELA SIVA NAGADHANA RAJU","Andhra Pradesh","West Godavari","View        registration details for AANTHAHAPURAM (APTEL/2003/11229)"
"700","AANTHAI REPORTER","TNTAM/2012/45305","18-09-2012","Tamil","Weekly","V. SANKARA SUNDARA KUMAR","V. SANKARASUNDARAKUMAR","Tamil Nadu","Chennai","View        registration details for AANTHAI REPORTER (TNTAM/2012/45305)"
"701","AANTHOKATHA","WBBEN/2020/86933","18-04-2024","Bengali","Fortnightly","MANJIT BASU","MANJIT BASU","West Bengal","Purba Bardhaman","View        registration details for AANTHOKATHA (WBBEN/2020/86933)"
"702","Aantrarashtriya Aawaaj","MHMAR/25/A2434","08-09-2025","Marathi","Weekly","Sureshkumar Jawahar Chaurasiya","Sureshkumar Jawahar Chaurasiya","Maharashtra","Mumbai","View        registration details for Aantrarashtriya Aawaaj (MHMAR/25/A2434)"
"703","AANYA EXPRESS","UPHIN/2020/79313","18-01-2021","Hindi","Weekly","SHIRISH KUMAR SINGH","SHIRISH KUMAR SINGH","Uttar Pradesh","Varanasi","View        registration details for AANYA EXPRESS (UPHIN/2020/79313)"
"704","AAO FARZ NIBHAYEN","UPHIN/2023/89632","15-10-2024","HINDI","Monthly","RAJENDRA SACHDEVA","HUMAN DUTIES FOUNDATION","Uttar Pradesh","Agra","View        registration details for AAO FARZ NIBHAYEN (UPHIN/2023/89632)"
"705","AAO SAMBHALAIN BHARAT","UPHIN/2023/86705","28-03-2024","Hindi","Weekly","RAJ KUMAR","RAJ KUMAR","Uttar Pradesh","Mainpuri","View        registration details for AAO SAMBHALAIN BHARAT (UPHIN/2023/86705)"
"706","AAP ABHI TAK","UPHIN/2011/41550","11-04-2012","Hindi","Daily","IMRAN KHAN","IMRAN KHAN","Uttar Pradesh","Ghaziabad","View        registration details for AAP ABHI TAK (UPHIN/2011/41550)"
"707","AAP ANE AME","GUJGUJ/2007/21438","12-10-2007","Gujarati","Daily","BIPIN JAGDISHCHANDRA UPADHYAY","BIPIN JAGDISHCHANDRA UPADHYAY","Gujarat","Bharuch","View        registration details for AAP ANE AME (GUJGUJ/2007/21438)"
"708","AAP ANE AME","GUJGUJ/2009/32381","20-05-2010","GUJARATI","Daily","BIPIN JAGDISHCHANDRA UPADHYAY","BIPIN JAGDISHCHANDRA UPADHYAY","Gujarat","","View        registration details for AAP ANE AME (GUJGUJ/2009/32381)"
"709","AAP AUR HUM LOG","UPHIN/2014/57855","20-10-2014","Hindi","Weekly","VIMAL KUMAR PANDEY","VIMAL KUMAR PANDEY","Uttar Pradesh","Lucknow","View        registration details for AAP AUR HUM LOG (UPHIN/2014/57855)"
"710","AAP BEETI JAG BEETI","59801","27-07-1993","Hindi","Weekly","MANJU TIWARI","MANJU TIWARI","Uttar Pradesh","Lucknow","View        registration details for AAP BEETI JAG BEETI (59801)"
"711","AAP BHALE TO JAG BHALA","UPHIN/2013/54101","20-01-2014","Hindi","Weekly","KHALID HUSSAIN","KHALID HUSSAIN","Uttar Pradesh","Bijnor","View        registration details for AAP BHALE TO JAG BHALA (UPHIN/2013/54101)"
"712","AAP JAANE","MPHIN/2003/12262","01-04-2003","Hindi","Monthly","BRIJ BHUSHAN SHARMA","BRIJ BHUSHAN SHARMA","Madhya Pradesh","Bhopal","View        registration details for AAP JAANE (MPHIN/2003/12262)"
"713","AAP JANE","65313","30-10-1996","Hindi","Weekly","BRIJBHUSHAN SHARMA","BRIJBHUSHAN SHARMA","Madhya Pradesh","Bhopal","View        registration details for AAP JANE (65313)"
"714","AAP KA AGENDA","MPHIN/2011/38985","23-09-2011","Hindi","Daily","MOHAMMAD ARBAZ","MOHAMMED ARBAZ","Madhya Pradesh","Bhopal","View        registration details for AAP KA AGENDA (MPHIN/2011/38985)"
"715","AAP KA FAISLA","TELURD/2019/78344","24-12-2019","Urdu","Weekly","MIRZA AKBAR BAIG","MIRZA AKBAR BAIG","Telangana","Nizamabad","View        registration details for AAP KA FAISLA (TELURD/2019/78344)"
"716","AAP KA HIND","UPHIN/2017/71388","21-04-2017","Hindi","Weekly","MOHD. NASEEM","MOHD NASEEM","Uttar Pradesh","Uttar Pradesh","View        registration details for AAP KA HIND (UPHIN/2017/71388)"
"717","AAP KA SAAMNA","HPHIN/2010/41180","15-03-2012","Hindi","Weekly","SANTOSH KUMR SHUSHTA","SANTOSH KUMAR SHUSHTA","Himachal Pradesh","Shimla","View        registration details for AAP KA SAAMNA (HPHIN/2010/41180)"
"718","AAP KA SANDESH","HARHIN/2004/12009","30-01-2004","Hindi","Weekly","HAWA SINGH CHAHAL","HAWA SINGH CHAHAL","Haryana","Hisar","View        registration details for AAP KA SANDESH (HARHIN/2004/12009)"
"719","AAP KA SANKALP","DELHIN/2016/70548","20-02-2017","Hindi","Daily","AMIT KUMAR","AMIT KUMAR","Delhi","New Delhi","View        registration details for AAP KA SANKALP (DELHIN/2016/70548)"
"720","AAP KA SATHI","29009","09-09-1988","Urdu","Fortnightly","MOHD.. NASEEM","MOHD NASEM","Delhi","New Delhi","View        registration details for AAP KA SATHI (29009)"
"721","AAP KA UJALA","UPHIN/2021/84189","16-05-2023","Hindi","Weekly","MOHAMMAD HAROON","MOHAMMAD HAROON","Uttar Pradesh","Moradabad","View        registration details for AAP KA UJALA (UPHIN/2021/84189)"
"722","AAP KE DWAR","DELHIN/2004/13020","29-04-2004","Hindi","Weekly","JAGDISH BHATIA","JAGDISH BHATIA","Delhi","New Delhi","View        registration details for AAP KE DWAR (DELHIN/2004/13020)"
"723","AAP KE PUSHP","43174","22-09-1984","Hindi","Fortnightly","ANJU GOYAL","ANJU GOYAL","Uttar Pradesh","Hapur","View        registration details for AAP KE PUSHP (43174)"
"724","AAP KE SATH","GUJGUJ/2014/57880","21-10-2014","Gujarati","Weekly","RAMESH JIVARAJBHAI VORA","RAMESH JIVARAJBHAI VORA","Gujarat","Ahmedabad","View        registration details for AAP KE SATH (GUJGUJ/2014/57880)"
"725","AAP KE SHABD","DELBIL/2012/44915","28-08-2012","English, HINDI","Monthly","RAKESH KUMAR SHRIVASTAVA","RAKESH KUMAR SHRIVASTAV","Delhi","New Delhi","View        registration details for AAP KE SHABD (DELBIL/2012/44915)"
"726","AAP KI ADALAT","39712","06-03-1984","Hindi","Fortnightly","HEMLATA GUPTA","HEMLATA GUPTA","Rajasthan","Jaipur","View        registration details for AAP KI ADALAT (39712)"
"727","AAP KI AMANAT","UPHIN/2015/66150","11-02-2016","Hindi","Weekly","MUBEEN BEG","MUBEEN BEG","Uttar Pradesh","Kanpur Nagar","View        registration details for AAP KI AMANAT (UPHIN/2015/66150)"
"728","AAP KI BAAT SACH KE SATH","MPHIN/25/A3453","27-10-2025","Hindi","Quarterly","mahak kushwah","mahak kushwah","Madhya Pradesh","Bhopal","View        registration details for AAP KI BAAT SACH KE SATH (MPHIN/25/A3453)"
"729","AAP KI BHASHA SAMACHAR","MPHIN/2014/54069","16-01-2014","Hindi","Weekly","SMT. JYOTI CHHATWANI","JYOTI CHHATWANI","Madhya Pradesh","Bhopal","View        registration details for AAP KI BHASHA SAMACHAR (MPHIN/2014/54069)"
"730","AAP KI INDIA","DELHIN/2016/66504","21-03-2016","Hindi","Weekly","SAPNA GROVER","SAPNA GROVER","Delhi","New Delhi","View        registration details for AAP KI INDIA (DELHIN/2016/66504)"
